 0       0.998       0.131794  
 1       0.992079    -0.888391 
 2       0.991075    -0.0129728
 3       0.987763    -1.05716  
 4       1.01116     -0.732009 
 5       0.99801     -0.451094 
 6       0.995954    -0.566496 
 7       0.996926    -0.118184 
 8       0.998976    0.0687524 
 9       1.00725     -1.27768  
 10      0.997336    -1.4886   
 11      0.985269    -1.21525  
 12      0.988358    -0.252979 
 13      0.996059    1.01831   
 14      0.992976    -0.603721 
 15      0.97276     0.326487  
 16      0.974128    0.0466348 
 17      1.30073     0.675482  
 18      1.33855     0.568983  
 19      1.32592     -0.856187 
 20      1.31882     -0.799024 
 21      1.33692     -0.421224 
 22      1.33649     -0.111396 
 23      1.30891     -0.398127 
 24      1.26364     -1.33935  
 25      1.3125      -0.425483 
 26      1.3254      0.109932  
 27      1.32517     0.754033  
 28      1.32433     -1.04064  
 29      1.33455     -0.397776 
 30      1.30843     -0.600172 
 31      1.32094     -1.23887  
 32      1.30343     0.182985  
 33      0.992539    -0.438698 
 34      0.980174    0.403724  
 35      0.993188    -0.83081  
 36      0.988502    -0.721923 
 37      0.990864    -0.810801 
 38      0.981828    -0.554194 
 39      0.99055     -0.153598 
 40      0.997601    -0.386504 
 41      0.983362    -0.612195 
 42      0.992971    -0.793542 
 43      1.00717     -0.453422 
 44      0.99679     -0.66029  
 45      1.10339     0.635296  
 46      0.990295    0.321854  
 47      0.980521    -0.717494 
 48      0.989301    -0.334203 
 49      0.985858    -0.408634 
 50      0.972078    -0.537957 
 51      0.990487    -0.44769  
 52      0.988268    -0.213517 
 53      0.988299    -0.350154 
 54      0.993496    0.467944  
 55      0.994058    0.741563  
 56      0.981864    -0.253025 
 57      0.981711    0.0522617 
 58      1.00476     0.073431  
 59      0.98642     0.331524  
 60      1.01212     -0.781966 
 61      0.995702    -0.334555 
 62      1.00689     -0.841451 
 63      0.979519    -0.629658 
 64      1.00022     -0.719741 
 65      0.990142    -0.255271 
 66      0.966752    -0.46278  
 67      0.983483    -0.102499 
 68      0.991216    -0.976155 
 69      0.975331    -0.458699 
 70      0.972165    -0.527626 
 71      0.983916    -0.36781  
 72      0.998456    -1.36289  
 73      0.988294    -0.164393 
 74      0.989734    0.17909   
 75      0.988155    -0.145862 
 76      0.976667    -0.438625 
 77      0.994967    -0.64883  
 78      0.987423    -0.298497 
 79      0.985439    -0.199973 
 80      0.986069    -1.06343  
 81      0.996161    -0.276242 
 82      0.983545    -0.0652812
 83      0.978699    -0.531426 
 84      0.996891    -1.47752  
 85      0.989015    0.289695  
 86      0.993986    -0.918389 
 87      0.994552    -0.251476 
 88      0.968485    0.56631   
 89      0.987608    0.0713568 
 90      0.993155    -0.323629 
 91      0.992683    -0.481793 
 92      0.969326    -0.0423645
 93      0.985802    -0.917878 
 94      0.985997    -0.326392 
 95      0.999882    -1.96127  
 96      0.996172    -0.358227 
 97      0.987636    -1.49025  
 98      0.99652     0.0350106 
 99      0.986821    0.46902   
 100     0.992632    -0.568979 
 101     0.982956    -0.546173 
 102     0.993855    -0.425623 
 103     0.965869    -0.278266 
 104     1.00017     -1.03586  
 105     0.985252    2.26649   
 106     0.981988    -1.20103  
 107     0.996384    0.460795  
 108     0.997965    -1.125    
 109     0.980574    -0.0544392
 110     0.98057     0.310003  
 111     0.99315     -1.03329  
 112     1.10201     0.0541464 
 113     1.07864     1.07311   
 114     1.0871      0.177904  
 115     1.09108     2.52207   
 116     1.09712     2.10782   
 117     1.1026      -0.0207959
 118     1.09915     -0.436918 
 119     1.06269     2.05488   
 120     1.07768     -1.02112  
 121     1.09795     -1.33971  
 122     1.08577     -0.596183 
 123     1.09022     0.973207  
 124     1.08431     -0.333243 
 125     1.09733     0.340425  
 126     1.09966     1.70841   
 127     1.10078     -1.56813  
 128    1.48127      -6.46206
 129    1.12504      -2.93299
 130    1.11941      -3.96255
 131    1.11214      -4.17748
 132    1.10021      -3.61165
 133    1.10726      -4.36619
 134    1.10388      -5.08882
 135    1.09389      -5.08586
 136    1.09086      -3.8293 
 137    1.07981      -4.48027
 138    1.08736      -3.82144
 139    1.11404      -4.48264
 140    1.10861      -3.79646
 141    1.09204      -4.30097
 142    1.10451      -3.16577
 143    1.11167      -4.21739
 144    1.10596      -4.27596
 145    1.08688      -3.76676
 146    1.11011      -3.14785
 147    1.08456      -3.8867 
 148    1.11414      -3.62441
 149    1.10424      -4.194  
 150    1.10453      -4.33288
 151    1.08901      -3.69946
 152    1.0888       -4.39254
 153    1.11391      -5.52279
 154    1.08023      -3.98513
 155    1.10192      -3.60669
 156    1.10269      -3.27641
 157    1.10473      -4.56534
 158    1.10428      -4.33388
 159    1.10142      -3.55129
 160    1.10272      -3.37619
 161    1.47755      -6.19477
 162    1.48004      -7.42023
 163    1.47474      -6.17352
 164    1.47766      -7.71005
 165    1.475        -6.4775 
 166    1.50788      -6.70362
 167    1.4666       -5.29683
 168    1.47631      -4.97427
 169    1.49026      -3.38267
 170    1.47739      -4.84147
 171    1.46853      -3.88008
 172    1.47753      -5.16374
 173    1.44976      -6.44464
 174    1.45584      -5.14566
 175    1.48628      -9.91333
